Id,Link,Counter,File Name,Start Time,End Time,Duration,Identifier Timestamp,Identifier Coordinates,Object Involved,Cyclist Direction,Object Involved in Accident Direction,Ego Accident,Camera Position,Trimming Dimension for Resize,Time of Collision,Vulnerability Score,Abnormality,Severity Score,Fault,Right of Way,Age,Competitive Biking?,Dimensions
453,https://www.youtube.com/watch?v=iY8ZuOQ0UZs&t=609,28,u25,0:10:08:40,0:10:14:00,5.6,0:10:12:00,736 537 954 709,Car,Left,Forwards,1,Cycle Cam,,00:10:13:00,0.466666667,0,1,1,0,2,0,1280x720
454,https://www.youtube.com/watch?v=iY8ZuOQ0UZs&t=623,29,u25,0:10:23:00,0:10:34:00,11,0:10:25:00,319 112 874 534,Train,Forwards,Left,0,"Front Dashcam, Risky",,00:10:33:00,1,0,0,0,1,2,0,1280x720
455,https://www.youtube.com/watch?v=iY8ZuOQ0UZs&t=644,30,u25,0:10:44:00,0:10:49:00,5,0:10:46:00,520 398 716 598,None,Left,None,0,"Front Dashcam, Risky",,00:10:46:33,0.633333333,1,1,0,1,2,0,1280x720
456,https://www.youtube.com/watch?v=iY8ZuOQ0UZs&t=669,32,u25,0:11:09:00,0:11:14:00,5,0:11:12:00,112 218 268 397,Car,Forwards,Forwards,1,Front Dashcam,,00:11:13:00,0.833333333,0,1,0,1,3,0,1280x720
457,https://www.youtube.com/watch?v=iY8ZuOQ0UZs&t=680,33,u25,0:11:20:00,0:11:30:00,10,0:11:25:00,420 237 572 351,Train,Left,Backwards,0,"Front Dashcam, Risky",,00:11:27:00,1,0,0,0,1,2,0,1280x720
458,https://www.youtube.com/watch?v=iY8ZuOQ0UZs&t=699,34,u25,0:11:39:00,0:11:45:00,6,0:11:42:50,561 308 606 475,Sidewalk,Backwards,None,0,Front Dashcam,,00:11:43:00,0.533333333,0,1,0,1,2,0,1280x720
459,https://www.youtube.com/watch?v=iY8ZuOQ0UZs&t=753,36,u25,0:12:33:00,0:12:39:00,6,0:12:35:00,540 193 582 260,Bus,Forwards,Right,0,Cycle Cam,,00:12:36:66,0.766666667,0,2,0,1,2,0,1280x720
460,https://www.youtube.com/watch?v=iY8ZuOQ0UZs&t=784,38,u25,0:13:04:00,0:13:09:00,5,0:13:07:00,1149 261 1279 441,Car,Left,Forwards,1,Front Dashcam,,00:13:07:66,0.85,0,2,0,1,2,0,1280x720
461,https://www.youtube.com/watch?v=iY8ZuOQ0UZs&t=837,41,u25,0:13:57:00,0:14:01:00,4,0:13:58:00,315 299 404 458,Car,Backwards,Forwards,1,Front Dashcam,,00:13:59:66,0.583333333,0,1,0,1,2,0,1280x720
462,https://www.youtube.com/watch?v=w6tzUXM8SGA&t=48,1,u26,0:00:48:00,0:00:53:00,5,0:00:51:00,10 62 236 351,Car,Forwards,Left,0,Cycle Cam,,00:00:51:66,0.266666667,0,1,1,0,2,0,1280x720
463,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=0,1,u27,0:00:00:00,0:00:05:00,5,0:00:03:00,474 343 735 710,Motorcycle,Forwards,Backwards,0,Cycle Cam,,00:00:04:00,0.8,0,1,0,1,2,0,1280x720
464,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=85,4,u27,0:01:25:00,0:01:28:00,3,0:01:27:00,300 89 535 680,Cyclist,Forwards,Forwards,0,Front Dashcam,,00:01:27:00,0.533333333,0,1,0,1,2,0,1280x720
465,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=275,6,u27,0:04:34:40,0:04:39:00,4.6,0:04:35:00,257 319 308 371,None,Forwards,None,0,Cycle Cam,,00:04:37:00,0.266666667,1,1,0,1,2,0,1280x720
466,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=475,8,u27,0:07:55:00,0:07:58:00,3,0:07:57:00,813 167 1117 718,Cyclist,Forwards,Forwards,0,Cycle Cam,,00:07:56:66,0.633333333,0,1,0,1,2,0,1280x720
467,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=679,10,u27,0:11:18:75,0:11:23:00,4.25,0:11:22:00,645 144 842 347,Cyclist,Left,Forwards,1,Cycle Cam,,00:11:22:50,0.8,0,1,0,1,2,0,1280x720
468,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=781,11,u27,0:13:01:00,0:13:07:00,6,0:13:05:00,673 210 865 510,Cart,Backwards,Forwards,0,Cycle Cam,,00:13:06:00,0.333333333,0,1,0,1,2,0,1280x720
469,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=840,12,u27,0:14:00:00,0:14:04:00,4,0:14:03:00,593 99 727 441,Cyclist,Forwards,Forwards,1,Cart Cam,,00:14:03:00,0.1,0,1,1,0,2,0,1280x720
470,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=850,13,u27,0:14:10:00,0:14:14:00,4,0:14:12:00,760 382 865 505,Cyclist,Left,Forwards,1,Cart Cam,,00:14:13:33,0.5,0,1,1,0,2,0,1280x720
471,https://www.youtube.com/watch?v=N-a2v7V8EJw&t=1037,14,u27,0:17:17:00,0:17:23:00,6,0:17:20:00,849 264 1118 715,None,Forwards,Forwards,1,Cycle Cam,,00:17:22:00,0.116666667,1,1,1,0,2,0,1280x720
472,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=0,1,u28,0:00:00:00,0:00:06:00,6,0:00:02:00,908 192 985 381,Car,Left,Backwards,0,Front Dashcam,,00:00:04:00,0.7,0,1,0,1,2,0,1280x720
473,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=25,2,u28,0:00:25:00,0:00:29:00,4,0:00:26:00,209 142 398 281,Cyclist,Left,Right,0,Front Dashcam,,00:00:26:66,0.466666667,0,1,0,-1,2,0,1280x720
474,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=60,3,u28,0:01:00:00,0:01:04:00,4,0:01:01:00,931 236 1213 542,Car,Left,Forwards,1,Front Dashcam,"0, -1",00:01:01:00,0.8,0,1,0,0,2,0,1280x720
475,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=66,4,u28,0:01:06:00,0:01:11:00,5,0:01:08:00,926 377 1002 553,Pedestrian,Backwards,Left,0,Front Dashcam,,00:01:08:66,0.533333333,0,1,1,0,2,0,1280x720
476,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=76,5,u28,0:01:15:30,0:01:21:30,6,0:01:17:00,431 488 448 529,Car-Door,Backwards,None,0,Front Dashcam,,00:01:19:00,0.433333333,0,1,1,0,2,0,1280x720
477,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=120,7,u28,0:02:00:00,0:02:05:00,5,0:02:02:00,913 487 969 561,Car,Left,Backwards,0,Front Dashcam,,00:02:03:00,0.5,0,1,0,0,2,0,1280x720
478,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=134,8,u28,0:02:14:00,0:02:18:00,4,0:02:15:00,671 354 787 454,Car,Left,Forwards,0,Front Dashcam,,00:02:15:00,0.466666667,0,1,1,0,1,0,1280x720
479,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=165,10,u28,0:02:45:00,0:02:48:00,3,0:02:46:00,1131 369 1199 443,Car,Forwards,Right,0,Front Dashcam,,00:02:46:00,0.466666667,0,2,0,0,2,0,1280x720
480,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=169,11,u28,0:02:49:00,0:02:57:00,8,0:02:53:00,224 356 333 474,Car,Right,Forwards,0,Front Dashcam,,00:02:55:00,0.5,0,2,1,0,2,0,1280x720
481,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=180,12,u28,0:03:00:00,0:03:05:00,5,0:03:03:00,581 300 617 372,Car,Left,Forwards,0,Front Dashcam,,00:03:03:00,0.866666667,0,1,0,1,2,0,1280x720
482,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=197,13,u28,0:03:17:00,0:03:22:00,5,0:03:19:00,230 291 344 383,Car,Right,Forwards,0,Front Dashcam,,00:03:20:33,0.466666667,0,2,1,0,2,0,1280x720
483,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=215,15,u28,0:03:35:00,0:03:39:00,4,0:03:38:00,695 258 902 496,Car,Left,Forwards,1,Front Dashcam,,00:03:38:33,0.933333333,0,3,0,1,2,0,1280x720
484,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=224,16,u28,0:03:44:00,0:03:47:00,3,0:03:45:00,834 344 1105 670,Car,Left,Forwards,1,Front Dashcam,,00:03:45:00,0.933333333,0,2,0,1,1,0,1280x720
485,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=236,17,u28,0:03:56:00,0:03:59:00,3,0:03:57:00,341 335 401 460,Car,Right,Forwards,0,Front Dashcam,,00:03:56:33,0.7,0,2,0,1,2,0,1280x720
486,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=259,18,u28,0:04:19:00,0:04:22:00,3,0:04:20:00,815 316 873 357,Car,Left,Forwards,0,Front Dashcam,,00:04:20:66,0.533333333,0,2,0,1,2,0,1280x720
487,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=269,19,u28,0:04:29:00,0:04:33:00,4,0:04:30:25,1164 303 1278 638,Car,Left,Forwards,1,Front Dashcam,,00:04:30:66,0.8,0,1,1,1,2,0,1280x720
488,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=277,20,u28,0:04:37:00,0:04:44:00,7,0:04:39:00,799 447 842 538,Car,Left,Left,0,Front Dashcam,"0, -1",00:04:42:00,0.6,0,1,0,1,2,0,1280x720
489,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=290,21,u28,0:04:49:30,0:04:54:00,4.7,0:04:52:00,696 462 744 504,Sidewalk,Left,None,0,Front Dashcam,,00:04:52:00,0.233333333,1,1,0,1,2,0,1280x720
490,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=306,22,u28,0:05:06:00,0:05:09:00,3,0:05:06:00,565 309 592 347,Motorcycle,Right,Forwards,0,Front Dashcam,"0, -1",00:05:07:00,0.466666667,0,2,1,0,2,0,1280x720
491,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=321,23,u28,0:05:21:00,0:05:25:00,4,0:05:23:00,302 311 621 607,Car,Left,Backwards,0,Front Dashcam,,00:05:23:00,0.9,0,3,0,1,2,0,1280x720
492,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=346,25,u28,0:05:46:00,0:05:50:00,4,0:05:47:00,653 331 701 383,Car,Left,Forwards,0,Front Dashcam,,00:05:48:00,0.9,0,2,1,0,2,0,1280x720
493,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=367,26,u28,0:06:07:00,0:06:10:00,3,0:06:08:00,450 596 476 646,Car,Backwards,Backwards,0,Front Dashcam,,00:06:08:66,0.5,0,2,1,0,2,0,1280x720
494,https://www.youtube.com/watch?v=pc9lDAGgYHk&t=374,27,u28,0:06:13:25,0:06:22:00,8.75,0:06:16:00,630 342 668 411,Cyclist,Forwards,Forwards,0,Front Dashcam,,00:06:20:00,0.633333333,0,1,1,0,2,0,1280x720
495,https://www.youtube.com/watch?v=xnoL1krrxVI&t=12,2,u29,0:00:12:00,0:00:16:00,4,0:00:13:00,527 455 552 481,Car,Backwards,Backwards,0,Multiple,,00:00:14:33,0.2,0,3,1,0,2,0,1280x720
496,https://www.youtube.com/watch?v=xnoL1krrxVI&t=59,5,u29,0:00:59:00,0:01:03:00,4,0:01:00:00,754 443 870 569,Car,Left,Backwards,0,Front Dashcam,,00:01:00:66,0.8,0,2,0,0,2,0,1280x720
497,https://www.youtube.com/watch?v=xnoL1krrxVI&t=74,6,u29,0:01:14:00,0:01:18:00,4,0:01:15:00,257 364 303 450,Car,Right,Backwards,0,Front Dashcam,,00:01:15:00,0.566666667,0,2,1,0,2,0,1280x720
498,https://www.youtube.com/watch?v=xnoL1krrxVI&t=85,7,u29,0:01:25:00,0:01:30:00,5,0:01:27:50,1025 364 1082 449,Cyclist,Backwards,Forwards,0,Front Dashcam,,00:01:27:00,0.466666667,0,1,0,-1,2,0,1280x720
499,https://www.youtube.com/watch?v=xnoL1krrxVI&t=118,9,u29,0:01:58:00,0:02:02:00,4,0:02:00:00,541 351 702 513,Car,Left,Backwards,0,Front Dashcam,,00:02:00:66,0.433333333,0,1,1,0,2,0,1280x720
500,https://www.youtube.com/watch?v=xnoL1krrxVI&t=150,11,u29,0:02:30:00,0:02:34:00,4,0:02:31:00,634 410 677 447,Car,Left,Backwards,0,Front Dashcam,,00:02:31:66,0.866666667,0,3,0,1,2,0,1280x720
501,https://www.youtube.com/watch?v=xnoL1krrxVI&t=161,12,u29,0:02:41:00,0:02:43:00,2,0:02:42:00,585 442 624 505,Car,Backwards,Backwards,0,Front Dashcam,,00:02:42:00,0.266666667,0,3,1,0,2,0,576x1024
502,https://www.tiktok.com/@ranasaab1998/video/7097689819882605830,1,u330,0:00:02:00,0:00:05:00,3,0:00:02:50,332 518 354 539,Car,Left,Forwards,0,Front Dashcam,"0.3, -0.7",00:00:03:33,0.533333333,0,1,0,1,2,0,1280x720
503,https://www.youtube.com/watch?v=xnoL1krrxVI&t=287,19,u29,0:04:47:00,0:04:51:00,4,0:04:49:00,3 150 719 669,Car,Left,Forwards,0,Front Dashcam,,00:04:49:00,0.533333333,0,3,1,0,2,0,1280x720
504,https://www.youtube.com/watch?v=xnoL1krrxVI&t=298,20,u29,0:04:58:00,0:05:12:00,14,0:05:01:00,676 300 698 341,Truck,Right,Right,0,Front Dashcam,,00:05:04:00,0.5,0,1,1,0,2,0,1280x720
505,https://www.youtube.com/watch?v=xnoL1krrxVI&t=315,21,u29,0:05:15:00,0:05:18:00,3,0:05:17:00,858 415 935 478,Car,Left,Forwards,1,"Front Dashcam, Risky",,00:05:17:00,0.4,0,0,0,1,2,0,1080x1920
506,https://www.tiktok.com/@nathanmolyneux123/video/7157784334299041029,1,u327,0:00:00:00,0:00:05:00,5,0:00:02:00,483 882 550 1028,Car,Forwards,Forwards,0,Front Dashcam,"0.3, -0.7",00:00:02:50,0.333333333,0,1,0,1,2,1,1280x720
507,https://www.youtube.com/watch?v=NJFY2y-cHzg&t=16,1,u30,0:00:16:00,0:00:21:00,5,0:00:19:00,470 444 670 598,Car,Right,Forwards,0,Front Dashcam,,00:00:19:33,0.4,0,1,0,0,2,0,1280x720
508,https://www.youtube.com/watch?v=NJFY2y-cHzg&t=35,2,u30,0:00:35:00,0:00:38:00,3,0:00:36:00,663 411 726 473,Car,Right,Forwards,0,Front Dashcam,,00:00:36:00,0.866666667,0,1,0,1,2,0,1280x720
509,https://www.youtube.com/watch?v=NJFY2y-cHzg&t=47,3,u30,0:00:47:00,0:00:52:00,5,0:00:48:00,801 360 832 392,Sidewalk,Left,None,0,Front Dashcam,,00:00:50:00,0.333333333,0,1,0,1,2,0,1280x720
510,https://www.youtube.com/watch?v=NJFY2y-cHzg&t=79,5,u30,0:01:18:70,0:01:23:00,4.3,0:01:21:00,373 430 438 519,Car,Backwards,Forwards,1,Front Dashcam,,00:01:21:00,0.766666667,0,0,0,1,2,0,1280x720
511,https://www.youtube.com/watch?v=NJFY2y-cHzg&t=85,6,u30,0:01:25:00,0:01:31:00,6,0:01:27:00,802 457 834 513,Car,Forwards,Forwards,1,Front Dashcam,,00:01:30:33,0.833333333,0,1,0,1,2,0,1280x720
512,https://www.youtube.com/watch?v=NJFY2y-cHzg&t=128,7,u30,0:02:08:00,0:02:14:00,6,0:02:10:00,748 429 790 495,Car,Left,Forwards,0,Front Dashcam,"0, -1",00:02:10:66,0.833333333,0,1,0,1,2,0,1280x720
513,https://www.youtube.com/watch?v=NJFY2y-cHzg&t=203,8,u30,0:03:21:00,0:03:24:50,3.5,0:03:22:00,489 223 516 258,Car,Forwards,Left,0,Front Dashcam,,00:03:24:33,0.8,0,2,1,0,2,0,1280x720
514,https://www.youtube.com/watch?v=NJFY2y-cHzg&t=248,9,u30,0:04:08:00,0:04:13:00,5,0:04:08:25,944 480 984 523,Car,Backwards,Right,0,Front Dashcam,,00:04:11:33,0.566666667,0,2,1,0,2,0,1280x720
515,https://www.youtube.com/watch?v=NJFY2y-cHzg&t=257,10,u30,0:04:17:00,0:04:23:00,6,0:04:19:00,767 474 812 539,Pedestrian,Backwards,Left,0,Front Dashcam,,00:04:21:33,0.233333333,0,1,1,0,2,0,1280x720
516,https://www.youtube.com/watch?v=NJFY2y-cHzg&t=307,11,u30,0:05:07:00,0:05:12:00,5,0:05:08:00,846 339 983 458,Car,Left,Backwards,0,Front Dashcam,,00:05:10:00,0.833333333,0,2,1,0,2,0,1280x720
517,https://www.youtube.com/watch?v=NJFY2y-cHzg&t=322,12,u30,0:05:22:00,0:05:26:00,4,0:05:23:00,1030 353 1048 385,Car,Forwards,Forwards,0,Front Dashcam,,00:05:24:33,0.266666667,0,2,1,0,2,1,1280x720
518,https://www.youtube.com/watch?v=NJFY2y-cHzg&t=359,13,u30,0:05:59:00,0:06:02:00,3,0:06:00:00,331 394 437 528,Car,Right,Forwards,1,Front Dashcam,"0, -1",00:06:00:00,0.833333333,0,2,0,1,1,0,1280x720
519,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=35,1,u31,0:00:35:00,0:00:42:00,7,0:00:39:00,147 433 178 490,Car,Forwards,Left,0,Front Dashcam,,00:00:40:33,0.4,0,1,0,1,2,0,1280x720
520,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=61,2,u31,0:01:01:00,0:01:07:00,6,0:01:02:30,717 307 740 331,Car,Left,Forwards,0,Front Dashcam,,00:01:03:66,0.733333333,0,1,0,1,2,0,1280x720
521,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=88,3,u31,0:01:28:00,0:01:37:00,9,0:01:31:00,412 285 451 337,Manhole,Right,None,0,Front Dashcam,,00:01:35:33,0.5,0,2,0,1,2,0,1280x720
522,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=102,4,u31,0:01:42:00,0:01:49:00,7,0:01:44:00,842 422 898 529,None,Forwards,None,0,Front Dashcam,,00:01:47:00,0.433333333,1,1,0,1,2,0,576x1024
523,https://www.tiktok.com/@jamaicanstreets/video/7265047221626817797,1,u329,0:00:05:00,0:00:09:00,4,0:00:08:50,374 437 400 480,Car,Right,Forwards,0,"Front Dashcam, Risky","0.3, -0.7",00:00:06:00,0.933333333,0,0,0,1,2,0,1280x720
524,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=139,6,u31,0:02:19:00,0:02:24:00,5,0:02:19:00,304 257 386 413,Car,Forwards,Forwards,0,Zoomed,,00:02:21:66,0.466666667,0,2,1,0,2,0,1280x720
525,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=169,7,u31,0:02:49:00,0:02:51:00,2,0:02:49:75,1172 1 1278 325,Car,Forwards,Right,0,Front Dashcam,,00:02:50:00,0.533333333,0,2,0,1,2,0,1280x720
526,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=206,9,u31,0:03:25:30,0:03:31:00,5.7,0:03:28:00,905 270 1020 548,Bumper,Forwards,None,0,Front Dashcam,,00:03:28:66,0.166666667,1,1,0,1,2,0,1280x720
527,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=217,10,u31,0:03:37:00,0:03:46:00,9,0:03:39:00,200 345 317 475,Car,Left,Forwards,0,Front Dashcam,,00:03:44:66,0.233333333,0,1,0,1,2,0,1280x720
528,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=233,11,u31,0:03:53:00,0:04:00:00,7,0:03:57:00,295 345 351 432,Pothole,Backwards,None,0,Front Dashcam,,00:03:58:66,0.1,0,1,0,0,2,0,1280x720
529,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=251,12,u31,0:04:10:50,0:04:13:50,3,0:04:11:40,510 315 575 382,Car,Right,Forwards,0,Front Dashcam,,00:04:11:66,0.5,0,1,1,0,2,0,1280x720
530,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=268,13,u31,0:04:28:00,0:04:31:00,3,0:04:29:00,6 386 134 604,Bus,Forwards,Forwards,0,Front Dashcam,,00:04:29:00,0.633333333,0,2,1,0,2,0,1280x720
531,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=297,14,u31,0:04:57:00,0:05:00:00,3,0:04:58:00,344 392 437 551,Car,Backwards,Forwards,1,Front Dashcam,,00:04:58:50,0.833333333,0,1,0,1,2,0,1280x720
532,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=323,15,u31,0:05:23:00,0:05:27:00,4,0:05:25:25,523 493 581 565,Car,Right,Forwards,1,Front Dashcam,,00:05:25:66,0.933333333,0,3,0,1,2,0,1280x720
533,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=335,16,u31,0:05:35:00,0:05:40:00,5,0:05:38:00,702 352 749 501,Truck,Forwards,Forwards,0,Front Dashcam,,00:05:38:00,0.566666667,0,2,1,0,2,0,1280x720
534,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=352,17,u31,0:05:52:00,0:05:56:00,4,0:05:53:00,905 271 1001 436,Car,Left,Forwards,0,Front Dashcam,,00:05:53:33,0.466666667,0,2,1,0,2,0,1280x720
535,https://www.youtube.com/watch?v=bxJ3n2kIc2E&t=397,18,u31,0:06:37:00,0:06:42:00,5,0:06:39:00,299 338 595 627,Car,Right,Forwards,0,Front Dashcam,,00:06:40:00,0.5,0,2,1,0,2,0,1280x720
536,https://www.youtube.com/watch?v=gDCjMR_gnak&t=16,1,u32,0:00:16:00,0:00:18:00,2,0:00:17:00,639 344 746 521,Car,Forwards,Forwards,1,"Front Dashcam, Risky",,00:00:17:00,0.8,0,0,0,1,2,0,1280x720
537,https://www.youtube.com/watch?v=gDCjMR_gnak&t=37,2,u32,0:00:37:00,0:00:41:00,4,0:00:39:00,349 287 544 466,Cyclist,Left,Right,0,Front Dashcam,,00:00:39:00,0.433333333,0,1,0,1,2,0,1280x720
538,https://www.youtube.com/watch?v=gDCjMR_gnak&t=56,4,u32,0:00:56:00,0:00:59:00,3,0:00:57:00,523 321 550 371,None,Forwards,None,0,Front Dashcam,,00:00:57:66,0.4,0,1,0,1,2,0,1280x720
539,https://www.youtube.com/watch?v=gDCjMR_gnak&t=87,6,u32,0:01:27:00,0:01:31:00,4,0:01:28:40,55 272 330 601,Pedestrian,Forwards,Right,0,Front Dashcam,,00:01:28:00,0.8,0,2,1,0,2,0,1280x720
540,https://www.youtube.com/watch?v=gDCjMR_gnak&t=95,7,u32,0:01:34:25,0:01:42:00,7.75,0:01:36:00,839 420 884 510,Bus,Forwards,Forwards,0,Front Dashcam,,00:01:40:66,0.566666667,0,1,0,1,2,0,1280x720
541,https://www.youtube.com/watch?v=gDCjMR_gnak&t=104,8,u32,0:01:43:08,0:01:48:00,4.92,0:01:45:00,448 246 610 526,Truck,Forwards,Left,0,Front Dashcam,,00:01:46:00,0.566666667,0,1,1,1,2,0,1280x720
542,https://www.youtube.com/watch?v=gDCjMR_gnak&t=130,10,u32,0:02:09:80,0:02:13:00,3.2,0:02:09:90,764 281 846 428,Truck,Backwards,Left,0,Front Dashcam,,00:02:09:66,0.566666667,0,2,1,0,2,0,1280x720
543,https://www.youtube.com/watch?v=gDCjMR_gnak&t=168,11,u32,0:02:48:00,0:02:54:00,6,0:02:50:00,467 268 542 460,None,Forwards,None,0,Front Dashcam,,00:02:51:00,0.133333333,1,1,0,1,2,0,1280x720
544,https://www.youtube.com/watch?v=gDCjMR_gnak&t=196,12,u32,0:03:16:00,0:03:21:00,5,0:03:17:00,730 366 775 453,None,Forwards,None,0,Multiple,,00:03:17:66,0.133333333,0,1,0,1,2,0,1280x720
545,https://www.youtube.com/watch?v=gDCjMR_gnak&t=204,13,u32,0:03:24:00,0:03:31:00,7,0:03:24:00,788 157 947 626,Car,Forwards,None,0,Cycle Cam,,00:03:30:00,0.6,0,1,0,1,2,0,1280x720
546,https://www.youtube.com/watch?v=gDCjMR_gnak&t=212,14,u32,0:03:32:00,0:03:37:00,5,0:03:33:00,316 330 422 490,None,Forwards,None,0,Front Dashcam,,00:03:33:66,0.233333333,1,1,0,1,2,0,1280x720
547,https://www.youtube.com/watch?v=gDCjMR_gnak&t=225,15,u32,0:03:44:30,0:03:52:00,7.7,0:03:47:00,695 389 800 478,Car,Left,Forwards,0,"Front Dashcam, Risky",,00:03:48:00,0.933333333,0,0,0,1,2,0,1280x720
548,https://www.youtube.com/watch?v=gDCjMR_gnak&t=257,16,u32,0:04:16:20,0:04:20:00,3.8,0:04:18:00,357 398 435 521,Pedestrian,Backwards,Right,0,Front Dashcam,,00:04:18:00,0.733333333,0,1,0,1,2,0,1280x720
549,https://www.youtube.com/watch?v=gDCjMR_gnak&t=278,17,u32,0:04:38:00,0:04:43:00,5,0:04:40:00,2 356 198 719,Cyclist,Forwards,Left,0,Front Dashcam,,00:04:41:66,0.7,0,1,0,0,2,0,540x960
550,https://www.tiktok.com/@ejakeulation/video/6928942568755449089,1,u331,0:00:06:00,0:00:10:00,4,0:00:09:00,404 438 467 564,Car,Right,Forwards,1,"Front Dashcam, Risky","0.3, -0.7",00:00:09:00,0.833333333,0,0,0,1,2,0,1280x720
551,https://www.youtube.com/watch?v=gDCjMR_gnak&t=338,19,u32,0:05:38:00,0:05:40:00,2,0:05:39:00,755 444 876 681,Car,None,None,0,"Front Dashcam, Risky",,N.A.,0,0,2,0,-1,2,0,1280x720
552,https://www.youtube.com/watch?v=gDCjMR_gnak&t=376,20,u32,0:06:15:20,0:06:26:00,10.8,0:06:18:00,565 272 677 525,None,Forwards,None,0,"Front Dashcam, Risky",,N.A.,0.633333333,0,0,0,-1,2,0,1280x720
553,https://www.youtube.com/watch?v=QLdnuLRZZUY&t=0,1,u33,0:00:00:00,0:00:04:00,4,0:00:01:00,16 311 98 424,Car,Right,Backwards,0,Front Dashcam,,00:00:02:00,1,0,3,1,0,2,0,1280x720
554,https://www.youtube.com/watch?v=QLdnuLRZZUY&t=69,2,u33,0:01:09:00,0:01:12:00,3,0:01:10:00,503 389 553 447,Car,Left,Forwards (Reverse),0,Front Dashcam,,00:01:11:00,0.5,0,2,1,0,2,0,1280x720
555,https://www.youtube.com/watch?v=QLdnuLRZZUY&t=191,4,u33,0:03:11:00,0:03:16:00,5,0:03:14:00,445 297 472 327,Car,Right,Forwards,0,Front Dashcam,,00:03:14:66,0.566666667,0,2,0,0,2,0,1280x720
556,https://www.youtube.com/watch?v=QLdnuLRZZUY&t=287,7,u33,0:04:47:00,0:04:50:00,3,0:04:48:00,454 263 491 290,Car,Backwards,Backwards,0,Front Dashcam,,00:04:48:66,0.933333333,0,3,1,0,2,0,1280x720
557,https://www.youtube.com/watch?v=C9abO8J3mPE&t=218,1,u34,0:03:38:00,0:03:49:00,11,0:03:40:00,557 198 608 346,Bus,Forwards,Forwards,0,Cycle Cam,,00:03:48:00,0.9,0,2,0,1,2,0,1280x720
558,https://www.youtube.com/watch?v=C9abO8J3mPE&t=416,2,u34,0:06:55:24,0:06:59:00,3.76,0:06:57:00,709 315 789 459,Pedestrian,Backwards,Left,0,Front Dashcam,,00:06:57:00,0.6,0,1,0,0,2,0,1280x720
559,https://www.youtube.com/watch?v=C9abO8J3mPE&t=440,3,u34,0:07:20:00,0:07:22:00,2,0:07:21:90,752 269 800 476,Car,Forwards,Forwards,1,Front Dashcam,,00:07:19:50,0.433333333,0,1,0,1,2,0,1280x720
560,https://www.youtube.com/watch?v=C9abO8J3mPE&t=445,4,u34,0:07:25:00,0:07:34:00,9,0:07:27:00,459 262 519 387,Car-Door,Forwards,None,0,Front Dashcam,,00:07:28:66,0.466666667,0,2,1,0,2,0,1280x720
561,https://www.youtube.com/watch?v=C9abO8J3mPE&t=481,5,u34,0:08:01:00,0:08:12:00,11,0:08:06:00,496 113 596 513,Truck,Forwards,Forwards,0,Front Dashcam,,00:08:11:00,0.6,0,1,1,0,2,0,1280x720
